tuning_time run_time
9.570981 7.42923378944
16.015738 6.43012404442
23.2565 7.23129701614
28.948583 5.67829990387
35.893249 6.93126797676
43.004805 6.88112616539
49.902779 6.88224196434
55.595923 5.6791138649
63.293184 7.6827609539
70.935151 7.63211917877
78.143419 6.98186802864
84.539609 6.37973403931
91.934047 7.38166189194
98.725976 6.78060507774
105.069966 6.32995009422
111.07304 5.82903599739
117.487367 6.13186097145
124.23271 6.73118591309
129.774249 5.52831697464
136.118408 6.32951807976
142.073428 5.77945709229
147.919122 5.82886791229
153.761404 5.82865309715
159.605719 5.82950520515
165.799434 6.17957115173
172.09355 6.2796728611
178.055096 5.7290790081
183.951319 5.8797519207
190.446195 6.48043680191
196.086194 5.62853693962
202.831811 6.7312130928
208.797325 5.77942895889
215.394528 6.37839102745
221.087997 5.67897105217
228.231881 7.1313791275
233.767136 5.52691221237
239.662815 5.67880916595
247.51001 7.83261013031
253.947956 6.4284799099
260.440385 6.48053812981
266.53425 6.07979893684
272.436946 5.72825098038
279.435361 6.98145604134
284.928005 5.4785900116
292.423907 7.48240804672
298.467262 6.02959895134
304.518374 5.82923603058
311.415607 6.88051009178
318.394832 6.67844390869
324.08828 5.67839503288
329.830845 5.7290391922
335.912482 5.87931799889
341.858009 5.92933988571
347.951969 6.0800139904
353.495281 5.52871203423
359.137235 5.62853980064
365.330843 6.17961597443
371.458798 5.92973589897
377.407124 5.93146800995
382.849307 5.42815995216
388.39285 5.52887392044
394.536502 6.12924289703
400.477829 5.92938685417
406.585642 5.93002200127
413.66381 6.77971100807
419.505807 5.82904791832
425.600088 6.07955288887
431.892217 6.27948784828
437.365859 5.27872800827
442.861658 5.47883701324
449.255859 6.38002514839
455.798166 6.53040885925
461.893115 6.07995510101
468.087758 6.18021202087
474.156842 5.87900900841
481.203924 7.03175592422
487.147705 5.92927598953
492.642488 5.47972607613
499.28803 6.63082504272
505.424263 5.92966508865
512.412957 6.77989506721
519.307477 6.88133192062
525.297635 5.97925305367
530.235134 4.92739892006
537.525319 7.08194899559
544.121362 6.57978892326
549.662978 5.5286860466
555.401667 5.72816205025
562.246905 6.83120203018
568.624876 6.18305206299
575.923389 7.28173494339
581.817371 5.87930202484
588.814665 6.9821600914
595.459542 6.63087582588
600.960883 5.32852911949
606.907246 5.92961382866
612.718232 5.57658791542
618.660713 5.92965102196
623.99697 5.32765698433
629.787306 5.77908706665
634.826453 4.8275539875
640.271091 5.42789316177
646.013665 5.72858786583
651.199974 5.17701411247
656.797031 5.5819029808
661.738783 4.92779684067
667.46209 5.52886509895
672.698658 5.22710990906
678.189 5.47857117653
682.926382 4.72659611702
688.317797 5.3775639534
693.707351 5.3780169487
700.014203 5.8272459507
706.155273 6.12951302528
711.346206 5.17784500122
716.532897 5.17750406265
721.619643 5.077439785
727.614248 5.98001790047
733.661748 5.83023095131
739.549978 5.87882494926
744.837573 5.27780795097
750.429772 5.57863092422
755.723176 5.27845907211
761.416579 5.67921185493
766.742239 5.12769889832
772.126521 5.37637805939
776.809722 4.67593479156
782.147165 5.32735800743
787.74367 5.27757000923
792.382881 4.62633109093
798.358967 5.72876882553
804.002371 5.62822604179
809.493501 5.47717905045
815.186408 5.67922210693
820.674585 5.47678494453
826.818236 6.12974691391
832.317432 5.27853012085
837.806848 5.47796201706
842.590146 4.77518200874
847.532983 4.92775821686
853.123564 5.57820987701
858.763859 5.62850403786
864.892646 5.92984199524
870.688519 5.77911305428
876.238769 5.22528815269
882.483245 6.22982001305
887.467143 4.97658109665
892.455198 4.97700619698
897.982501 5.32846593857
904.07065 6.07803416252
909.712786 5.62794399261
915.303703 5.57845211029
920.196374 4.87707805634
926.189427 5.97890710831
932.208383 5.82944989204
937.752137 5.52863502502
942.987249 5.22693610191
948.228598 5.22810292244
953.670431 5.42838001251
958.754453 5.07592797279
964.370379 5.0756020546
969.51344 5.1279091835
975.20783 5.6790099144
979.900088 4.67753005028
985.795191 5.87969708443
991.088643 5.27811789513
996.690149 5.37885499001
1001.283438 4.57691502571
1006.98078 5.68307590485
1012.223239 5.22799491882
1018.166069 5.92910718918
1023.455416 5.2774541378
1029.055679 5.37994599342
1034.344441 5.27798485756
1040.238023 5.87874984741
1045.931884 5.6791639328
1051.063884 4.87576007843
1056.351624 5.27670693398
1062.066854 5.52922201157
