glueSplitClasp  Lingeling       LingelingDruplig  SparrowToRiss  MinisatBLBD     SGSeq          CryptoMinisat  ForçaBruta        Inteiros       Vetor
1.68395400047   1.66288709641   1.54777193069     1.91653394699  0.782990932465  1.55464696884  1.52075481415  0.516164064407    1.04726910591  0.840661048889
1.4583530426    1.61794805527   1.54781508446     1.51577711105  0.766499996185  1.30378890038  1.43861889839  0.515712976456    1.0450220108   0.838197946548
1.45888996124   1.62305092812   1.55238294601     1.18742489815  0.766445159912  1.3037340641   1.43853092194  0.510003089905    1.05452513695  0.837825059891
1.46260213852   1.62234997749   1.55051803589     1.29809594154  0.767879009247  1.29976296425  1.44059085846  0.510062932968    1.04554104805  0.844808101654
1.46018791199   1.62143111229   1.55113101006     1.27349305153  0.767538070679  1.30286717415  1.44042110443  0.511733055115    1.05986094475  0.839523792267
1.45994186401   1.62302899361   1.55003905296     1.19213294983  0.766921043396  1.30027580261  1.43926692009  0.510469913483    1.04883003235  0.84069108963
1.46371889114   1.62101006508   1.54891991615     1.24997401237  0.767780065536  1.30496692657  1.43876791     0.50950217247     1.04362988472  0.839239120483
1.45850801468   1.6227581501    1.55102610588     1.24661612511  0.767642021179  1.30290198326  1.43854284286  0.509798049927    1.04353904724  0.836768865585
1.46120905876   1.62009716034   1.54990291595     1.23155093193  0.766388893127  1.30231714249  1.44309711456  0.510338068008    1.05009078979  0.838757038116
1.46034193039   1.62078499794   1.55043888092     1.23057317734  0.767567157745  1.29764008522  1.43938398361  0.509833812714    1.08621001244  0.840038061142
1.46129417419   1.62275385857   1.55038499832     1.23798918724  0.768099069595  1.30175709724  1.43926119804  0.509912967682    1.0467710495   0.839003801346
1.45953202248   1.62104511261   1.54855012894     1.24754810333  0.76739192009   1.3013958931   1.44152903557  0.509470939636    1.04653406143  0.855892896652
1.46899795532   1.62235498428   1.55764198303     1.20266604424  0.766968011856  1.29940605164  1.43792891502  0.517879009247    1.04362392426  0.838666200638
1.46306800842   1.62339711189   1.54997205734     1.2241871357   0.769273996353  1.305382967    1.43965983391  0.510333776474    1.04649400711  0.851985931396
1.46171212196   1.61975693703   1.54753708839     1.23499298096  0.76692700386   1.30160498619  1.43737602234  0.513181209564    1.07946395874  0.838064193726
1.45929098129   1.61990189552   1.55094003677     1.19875693321  0.771671056747  1.30092096329  1.4420440197   0.51082611084     1.04533100128  0.838074207306
1.46323013306   1.62263894081   1.55348801613     1.19556093216  0.766202926636  1.30349898338  1.44000220299  0.509480953217    1.04371595383  0.838845014572
1.46608400345   1.6200261116    1.55044317245     1.20716810226  0.76679110527   1.30272698402  1.43982815742  0.51017999649     1.04372286797  0.86455488205
1.46138381958   1.62000083923   1.54779601097     1.25082683563  0.767127990723  1.29997611046  1.44085717201  0.510022878647    1.05944705009  0.83833694458
1.46111392975   1.62280011177   1.55147600174     1.20013999939  0.767468929291  1.30213713646  1.4421248436   0.512136936188    1.04653477669  0.837579965591
1.46074604988   1.62257194519   1.55123496056     1.28831100464  0.767392873764  1.3028459549   1.44107985497  0.517833948135    1.04598093033  0.845241069794
1.46523404121   1.62393116951   1.55134296417     1.30892276764  0.772679805756  1.30387496948  1.44084596634  0.510070800781    1.04462504387  0.839069128036
1.46070694923   1.61967802048   1.54827308655     1.18160295486  0.76673913002   1.30039596558  1.43996596336  0.509505033493    1.04906916618  0.936925888062
1.46341514587   1.62206912041   1.54962682724     1.22307896614  0.768958806992  1.30149102211  1.43812704086  0.508999109268    1.05046510696  0.850568056107
1.45988798141   1.61920809746   1.54771590233     1.20563602448  0.767483949661  1.30156207085  1.43732118607  0.509245872498    1.0487241745   0.840409994125
1.45983600616   1.61976408958   1.54823803902     1.33752918243  0.767431020737  1.30531692505  1.43971991539  0.510005950928    1.04514193535  0.839048147202
1.46182608604   1.62424206734   1.5500729084      1.25306296349  0.766762018204  1.30206203461  1.43879413605  0.509648084641    1.04712605476  0.83863401413
1.46274709702   1.62263894081   1.55252599716     1.2101559639   0.767119169235  1.30316495895  1.4383430481   0.510822057724    1.04473114014  0.840002059937
1.46659183502   1.6210539341    1.55334401131     1.44359779358  0.769049167633  1.3039791584   1.4410700798   0.509283065796    1.07951688766  0.838222026825
1.4624581337    1.62232899666   1.54958605766     1.28774094582  0.768265962601  1.30300712585  1.44124507904  0.509149074554    1.04576802254  0.8450319767
